,index,value
0,1,27.427851194183834
1,2,19.729633121559637
2,3,15.983838389815736
3,4,9.443431818455657
4,5,7.641937444224888
5,6,6.082690289879127
6,7,3.9978250915113778
7,8,3.8945936134381474
8,9,3.187363455479412
9,10,1.9661701533938647
10,11,0.6446654280583265
