year,age,suicides/100k pop,sex
1987,20,6.71,1
1987,45,5.19,1
1987,20,4.83,0
1987,80,4.59,1
1987,30,3.28,1
1987,80,2.81,0
1987,45,2.15,0
1987,30,1.56,0
1987,65,0.73,1
1987,10,0.0,0
1987,65,0.0,0
1987,10,0.0,1
1988,80,5.49,0
1988,20,5.33,1
1988,80,4.48,1
1988,45,4.46,1
1988,65,2.85,1
1988,20,2.71,0
1988,65,2.03,0
1988,30,1.91,0
1988,30,1.79,1
1988,45,1.41,0
1988,10,0.0,0
1988,10,0.0,1
1989,80,8.89,1
1989,30,6.35,1
1989,45,4.71,1
1989,65,4.22,1
1989,20,3.71,1
1989,45,2.43,0
1989,20,1.67,0
1989,30,0.75,0
1989,65,0.67,0
1989,10,0.0,0
1989,80,0.0,0
1989,10,0.0,1
1992,45,3.49,1
1992,20,3.41,1
1992,65,3.13,1
1992,30,2.85,1
1992,20,2.39,0
1992,30,1.5,0
1992,45,0.62,0
1992,65,0.61,0
1992,10,0.0,0
1992,80,0.0,0
1992,10,0.0,1
1992,80,0.0,1
1993,20,7.4,1
1993,65,4.24,1
1993,80,4.13,1
1993,30,3.91,1
1993,20,3.51,0
1993,45,2.85,1
1993,30,2.67,0
1993,45,2.11,0
1993,65,1.18,0
1993,10,0.29,0
1993,10,0.27,1
1993,80,0.0,0
1994,80,8.13,1
1994,65,6.42,1
1994,80,5.01,0
1994,30,2.59,1
1994,45,2.48,1
1994,20,2.48,1
1994,20,2.12,0
1994,30,1.53,0
1994,45,0.58,0
1994,65,0.57,0
1994,10,0.27,1
1994,10,0.0,0
1995,30,5.58,1
1995,65,5.06,1
1995,80,4.9,0
1995,20,4.59,0
1995,20,4.56,1
1995,80,3.98,1
1995,45,3.72,1
1995,30,2.65,0
1995,45,2.24,0
1995,10,1.59,1
1995,65,1.11,0
1995,10,0.57,0
1996,80,7.87,1
1996,20,6.98,1
1996,30,5.95,1
1996,20,5.56,0
1996,80,4.85,0
1996,30,3.73,0
1996,45,3.16,1
1996,45,2.49,0
1996,65,1.67,1
1996,65,0.55,0
1996,10,0.53,1
1996,10,0.28,0
1997,30,15.25,1
1997,20,13.5,1
1997,80,11.81,1
1997,45,7.88,1
1997,20,7.14,0
1997,65,6.66,1
1997,30,5.84,0
1997,80,4.75,0
1997,45,1.89,0
1997,10,1.66,0
1997,10,1.05,1
1997,65,0.0,0
1998,80,11.63,1
1998,20,10.85,1
1998,20,10.83,0
1998,30,10.82,1
1998,45,7.47,1
1998,65,4.9,1
1998,30,3.63,0
1998,65,3.19,0
1998,45,2.42,0
1998,10,0.51,1
1998,10,0.27,0
1998,80,0.0,0
1999,80,11.58,1
1999,20,9.58,1
1999,80,9.43,0
1999,45,7.93,1
1999,30,7.84,1
1999,65,7.56,1
1999,20,6.4,0
1999,30,4.7,0
1999,65,3.18,0
1999,45,1.34,0
1999,10,0.27,0
1999,10,0.0,1
2000,30,7.33,1
2000,65,5.64,1
2000,80,5.29,0
2000,80,4.02,1
2000,20,2.27,0
2000,20,2.08,1
2000,45,1.51,0
2000,30,1.22,0
2000,45,1.07,1
2000,10,0.27,1
2000,10,0.0,0
2000,65,0.0,0
2001,30,10.65,1
2001,45,8.98,1
2001,65,5.59,1
2001,80,4.23,0
2001,20,3.91,1
2001,20,3.32,0
2001,45,3.24,0
2001,80,3.22,1
2001,65,3.16,0
2001,10,1.87,1
2001,30,1.8,0
2001,10,0.65,0
2002,80,12.9,1
2002,30,11.15,1
2002,45,9.16,1
2002,65,6.56,1
2002,20,5.7,1
2002,20,5.07,0
2002,45,4.0,0
2002,30,3.13,0
2002,80,2.11,0
2002,65,2.09,0
2002,10,0.33,0
2002,10,0.31,1
2003,80,12.22,0
2003,65,7.94,1
2003,45,7.25,1
2003,20,5.49,1
2003,20,4.93,0
2003,65,4.6,0
2003,30,4.38,1
2003,30,4.04,0
2003,45,3.41,0
2003,80,3.06,1
2003,10,1.28,1
2003,10,0.0,0
2004,80,11.26,1
2004,45,9.95,1
2004,30,7.85,1
2004,20,6.84,0
2004,20,6.63,1
2004,80,5.89,0
2004,30,4.95,0
2004,65,4.83,1
2004,45,4.34,0
2004,65,1.47,0
2004,10,1.05,0
2004,10,0.33,1
2005,20,0.0,0
2005,30,0.0,0
2005,45,0.0,0
2005,10,0.0,0
2005,65,0.0,0
2005,80,0.0,0
2005,20,0.0,1
2005,30,0.0,1
2005,45,0.0,1
2005,10,0.0,1
2005,65,0.0,1
2005,80,0.0,1
2006,20,0.0,0
2006,30,0.0,0
2006,45,0.0,0
2006,10,0.0,0
2006,65,0.0,0
2006,80,0.0,0
2006,20,0.0,1
2006,30,0.0,1
2006,45,0.0,1
2006,10,0.0,1
2006,65,0.0,1
2006,80,0.0,1
2007,80,18.88,1
2007,45,7.66,1
2007,65,6.25,1
2007,80,5.23,0
2007,30,5.22,1
2007,20,4.63,0
2007,20,4.51,1
2007,30,4.36,0
2007,65,4.07,0
2007,45,3.57,0
2007,10,1.47,1
2007,10,0.0,0
2008,30,12.15,1
2008,45,9.81,1
2008,65,9.18,1
2008,80,8.42,0
2008,20,7.24,0
2008,30,4.93,0
2008,45,4.82,0
2008,80,4.49,1
2008,20,3.84,1
2008,65,3.09,0
2008,10,2.67,1
2008,10,0.41,0
2009,20,0.0,0
2009,30,0.0,0
2009,45,0.0,0
2009,10,0.0,0
2009,65,0.0,0
2009,80,0.0,0
2009,20,0.0,1
2009,30,0.0,1
2009,45,0.0,1
2009,10,0.0,1
2009,65,0.0,1
2009,80,0.0,1
2010,65,8.27,1
2010,45,5.38,1
2010,30,5.01,1
2010,80,3.94,1
2010,20,3.58,1
2010,30,3.27,0
2010,80,3.1,0
2010,45,3.04,0
2010,65,2.9,0
2010,20,2.28,0
2010,10,0.89,0
2010,10,0.0,1
1985,20,0.0,0
1985,30,0.0,0
1985,45,0.0,0
1985,10,0.0,0
1985,65,0.0,0
1985,80,0.0,0
1985,20,0.0,1
1985,30,0.0,1
1985,45,0.0,1
1985,10,0.0,1
1985,65,0.0,1
1985,80,0.0,1
1986,20,0.0,0
1986,30,0.0,0
1986,45,0.0,0
1986,10,0.0,0
1986,65,0.0,0
1986,80,0.0,0
1986,20,0.0,1
1986,30,0.0,1
1986,45,0.0,1
1986,10,0.0,1
1986,65,0.0,1
1986,80,0.0,1
1987,20,0.0,0
1987,30,0.0,0
1987,45,0.0,0
1987,10,0.0,0
1987,65,0.0,0
1987,80,0.0,0
1987,20,0.0,1
1987,30,0.0,1
1987,45,0.0,1
1987,10,0.0,1
1987,65,0.0,1
1987,80,0.0,1
1988,20,0.0,0
1988,30,0.0,0
1988,45,0.0,0
1988,10,0.0,0
1988,65,0.0,0
1988,80,0.0,0
1988,20,0.0,1
1988,30,0.0,1
1988,45,0.0,1
1988,10,0.0,1
1988,65,0.0,1
1988,80,0.0,1
1989,20,0.0,0
1989,30,0.0,0
1989,45,0.0,0
1989,10,0.0,0
1989,65,0.0,0
1989,80,0.0,0
1989,20,0.0,1
1989,30,0.0,1
1989,45,0.0,1
1989,10,0.0,1
1989,65,0.0,1
1989,80,0.0,1
1990,45,17.24,1
1990,20,0.0,0
1990,30,0.0,0
1990,45,0.0,0
1990,10,0.0,0
1990,65,0.0,0
1990,80,0.0,0
1990,20,0.0,1
1990,30,0.0,1
1990,10,0.0,1
1990,65,0.0,1
1990,80,0.0,1
1991,20,0.0,0
1991,30,0.0,0
1991,45,0.0,0
1991,10,0.0,0
1991,65,0.0,0
1991,80,0.0,0
1991,20,0.0,1
1991,30,0.0,1
1991,45,0.0,1
1991,10,0.0,1
1991,65,0.0,1
1991,80,0.0,1
1992,20,0.0,0
1992,30,0.0,0
1992,45,0.0,0
1992,10,0.0,0
1992,65,0.0,0
1992,80,0.0,0
1992,20,0.0,1
1992,30,0.0,1
1992,45,0.0,1
1992,10,0.0,1
1992,65,0.0,1
1992,80,0.0,1
1993,30,15.0,1
1993,20,0.0,0
1993,30,0.0,0
1993,45,0.0,0
1993,10,0.0,0
1993,65,0.0,0
1993,80,0.0,0
1993,20,0.0,1
1993,45,0.0,1
1993,10,0.0,1
1993,65,0.0,1
1993,80,0.0,1
1994,20,0.0,0
1994,30,0.0,0
1994,45,0.0,0
1994,10,0.0,0
1994,65,0.0,0
1994,80,0.0,0
1994,20,0.0,1
1994,30,0.0,1
1994,45,0.0,1
1994,10,0.0,1
1994,65,0.0,1
1994,80,0.0,1
1995,20,0.0,0
1995,30,0.0,0
1995,45,0.0,0
1995,10,0.0,0
1995,65,0.0,0
1995,80,0.0,0
1995,20,0.0,1
1995,30,0.0,1
1995,45,0.0,1
1995,10,0.0,1
1995,65,0.0,1
1995,80,0.0,1
1998,20,0.0,0
1998,30,0.0,0
1998,45,0.0,0
1998,10,0.0,0
1998,65,0.0,0
1998,80,0.0,0
1998,20,0.0,1
1998,30,0.0,1
1998,45,0.0,1
1998,10,0.0,1
1998,65,0.0,1
1998,80,0.0,1
1999,20,0.0,0
1999,30,0.0,0
1999,45,0.0,0
1999,10,0.0,0
1999,65,0.0,0
1999,80,0.0,0
1999,20,0.0,1
1999,30,0.0,1
1999,45,0.0,1
1999,10,0.0,1
1999,65,0.0,1
1999,80,0.0,1
2000,65,30.0,1
2000,45,9.97,1
2000,20,0.0,0
2000,30,0.0,0
2000,45,0.0,0
2000,10,0.0,0
2000,65,0.0,0
2000,80,0.0,0
2000,20,0.0,1
2000,30,0.0,1
2000,10,0.0,1
2000,80,0.0,1
2001,45,19.45,1
2001,20,0.0,0
2001,30,0.0,0
2001,45,0.0,0
2001,10,0.0,0
2001,65,0.0,0
2001,80,0.0,0
2001,20,0.0,1
2001,30,0.0,1
2001,10,0.0,1
2001,65,0.0,1
2001,80,0.0,1
2002,20,0.0,0
2002,30,0.0,0
2002,45,0.0,0
2002,10,0.0,0
2002,65,0.0,0
2002,80,0.0,0
2002,20,0.0,1
2002,30,0.0,1
2002,45,0.0,1
2002,10,0.0,1
2002,65,0.0,1
2002,80,0.0,1
2003,65,27.82,1
2003,20,0.0,0
2003,30,0.0,0
2003,45,0.0,0
2003,10,0.0,0
2003,65,0.0,0
2003,80,0.0,0
2003,20,0.0,1
2003,30,0.0,1
2003,45,0.0,1
2003,10,0.0,1
2003,80,0.0,1
2004,65,27.29,1
2004,45,8.77,1
2004,20,0.0,0
2004,30,0.0,0
2004,45,0.0,0
2004,10,0.0,0
2004,65,0.0,0
2004,80,0.0,0
2004,20,0.0,1
2004,30,0.0,1
2004,10,0.0,1
2004,80,0.0,1
2005,20,0.0,0
2005,30,0.0,0
2005,45,0.0,0
2005,10,0.0,0
2005,65,0.0,0
2005,80,0.0,0
2005,20,0.0,1
2005,30,0.0,1
2005,45,0.0,1
2005,10,0.0,1
2005,65,0.0,1
2005,80,0.0,1
2006,20,0.0,0
2006,30,0.0,0
2006,45,0.0,0
2006,10,0.0,0
2006,65,0.0,0
2006,80,0.0,0
2006,20,0.0,1
2006,30,0.0,1
2006,45,0.0,1
2006,10,0.0,1
2006,65,0.0,1
2006,80,0.0,1
2007,45,7.98,1
2007,20,0.0,0
2007,30,0.0,0
2007,45,0.0,0
2007,10,0.0,0
2007,65,0.0,0
2007,80,0.0,0
2007,20,0.0,1
2007,30,0.0,1
2007,10,0.0,1
2007,65,0.0,1
2007,80,0.0,1
2008,20,0.0,0
2008,30,0.0,0
2008,45,0.0,0
2008,10,0.0,0
2008,65,0.0,0
2008,80,0.0,0
2008,20,0.0,1
2008,30,0.0,1
2008,45,0.0,1
2008,10,0.0,1
2008,65,0.0,1
2008,80,0.0,1
2009,20,0.0,0
2009,30,0.0,0
2009,45,0.0,0
2009,10,0.0,0
2009,65,0.0,0
2009,80,0.0,0
2009,20,0.0,1
2009,30,0.0,1
2009,45,0.0,1
2009,10,0.0,1
2009,65,0.0,1
2009,80,0.0,1
2012,20,0.0,0
2012,30,0.0,0
2012,45,0.0,0
2012,10,0.0,0
2012,65,0.0,0
2012,80,0.0,0
2012,20,0.0,1
2012,30,0.0,1
2012,45,0.0,1
2012,10,0.0,1
2012,65,0.0,1
2012,80,0.0,1
2013,20,0.0,0
2013,30,0.0,0
2013,45,0.0,0
2013,10,0.0,0
2013,65,0.0,0
2013,80,0.0,0
2013,20,0.0,1
2013,30,0.0,1
2013,45,0.0,1
2013,10,0.0,1
2013,65,0.0,1
2013,80,0.0,1
2014,20,0.0,0
2014,30,0.0,0
2014,45,0.0,0
2014,10,0.0,0
2014,65,0.0,0
2014,80,0.0,0
2014,20,0.0,1
2014,30,0.0,1
2014,45,0.0,1
2014,10,0.0,1
2014,65,0.0,1
2014,80,0.0,1
2015,65,15.62,0
2015,20,0.0,0
2015,30,0.0,0
2015,45,0.0,0
2015,10,0.0,0
2015,80,0.0,0
2015,20,0.0,1
2015,30,0.0,1
2015,45,0.0,1
2015,10,0.0,1
2015,65,0.0,1
2015,80,0.0,1
1985,80,55.65,1
1985,65,24.29,1
1985,45,12.37,1
1985,65,9.11,0
1985,30,7.92,1
1985,80,7.64,0
1985,20,6.46,1
1985,45,4.23,0
1985,30,2.97,0
1985,20,2.93,0
1985,10,0.53,1
1985,10,0.37,0
1986,80,63.01,1
1986,65,26.39,1
1986,45,14.2,1
1986,30,9.3,1
1986,80,8.89,0
1986,65,8.67,0
1986,20,7.66,1
1986,45,5.57,0
1986,30,4.37,0
1986,20,4.27,0
1986,10,0.33,1
1986,10,0.24,0
1987,80,54.08,1
1987,65,26.15,1
1987,45,14.14,1
1987,80,10.42,0
1987,65,9.54,0
1987,30,8.44,1
1987,20,7.27,1
1987,45,6.11,0
1987,30,4.0,0
1987,20,3.88,0
1987,10,0.48,1
1987,10,0.47,0
1988,80,55.1,1
1988,65,26.46,1
1988,45,13.62,1
1988,80,10.13,0
1988,65,9.66,0
1988,30,9.45,1
1988,20,8.36,1
1988,45,5.64,0
1988,20,4.11,0
1988,30,2.74,0
1988,10,0.62,1
1988,10,0.35,0
1989,80,52.0,1
1989,65,26.03,1
1989,45,12.97,1
1989,80,10.45,0
1989,30,9.58,1
1989,65,8.22,0
1989,20,7.22,1
1989,45,4.66,0
1989,30,3.71,0
1989,20,3.19,0
1989,10,0.55,1
1989,10,0.35,0
1990,80,54.97,1
1990,65,23.59,1
1990,45,12.13,1
1990,80,9.49,0
1990,30,7.92,1
1990,65,7.67,0
1990,20,6.6,1
1990,45,4.5,0
1990,20,3.54,0
1990,30,3.38,0
1990,10,0.67,1
1990,10,0.44,0
1991,80,46.46,1
1991,65,21.08,1
1991,45,11.12,1
1991,30,9.4,1
1991,80,7.6,0
1991,65,6.74,0
1991,20,6.54,1
1991,45,3.6,0
1991,30,3.33,0
1991,20,2.27,0
1991,10,0.83,1
1991,10,0.27,0
1992,80,47.91,1
1992,65,23.25,1
1992,45,13.49,1
1992,30,9.84,1
1992,20,8.79,1
1992,80,6.78,0
1992,65,5.79,0
1992,45,3.73,0
1992,30,3.39,0
1992,20,2.84,0
1992,10,0.65,1
1992,10,0.4,0
1993,80,55.37,1
1993,65,23.95,1
1993,45,13.48,1
1993,30,9.97,1
1993,80,8.3,0
1993,20,8.01,1
1993,65,4.91,0
1993,45,3.77,0
1993,30,3.24,0
1993,20,2.54,0
1993,10,0.74,1
1993,10,0.49,0
1994,80,45.38,1
1994,65,23.22,1
1994,45,14.13,1
1994,30,9.54,1
1994,20,8.26,1
1994,65,5.2,0
1994,80,4.72,0
1994,45,4.12,0
1994,20,3.3,0
1994,30,3.04,0
1994,10,0.8,1
1994,10,0.34,0
1995,80,43.8,1
1995,65,23.26,1
1995,45,12.8,1
1995,30,9.06,1
1995,20,8.9,1
1995,80,6.6,0
1995,65,5.1,0
1995,45,3.52,0
1995,20,3.31,0
1995,30,2.59,0
1995,10,0.58,0
1995,10,0.45,1
1996,80,42.4,1
1996,65,20.75,1
1996,45,13.62,1
1996,30,9.25,1
1996,20,8.79,1
1996,80,7.7,0
1996,65,4.94,0
1996,45,4.38,0
1996,20,3.36,0
1996,30,2.14,0
1996,10,0.42,1
1996,10,0.28,0
1997,80,39.78,1
1997,65,20.29,1
1997,45,12.73,1
1997,30,8.66,1
1997,20,8.13,1
1997,80,5.5,0
1997,65,4.91,0
1997,45,4.04,0
1997,20,3.57,0
1997,30,2.91,0
1997,10,0.55,1
1997,10,0.33,0
1998,80,39.87,1
1998,65,22.77,1
1998,45,12.73,1
1998,20,10.08,1
1998,30,10.05,1
1998,80,6.0,0
1998,65,5.19,0
1998,20,3.56,0
1998,45,3.55,0
1998,30,2.07,0
1998,10,0.6,0
1998,10,0.46,1
1999,80,39.55,1
1999,65,23.46,1
1999,45,13.47,1
1999,20,10.82,1
1999,30,10.42,1
1999,65,5.02,0
1999,80,4.82,0
1999,45,3.36,0
1999,20,3.13,0
1999,30,1.95,0
1999,10,0.6,1
1999,10,0.59,0
2000,80,44.18,1
2000,65,25.8,1
2000,45,14.11,1
2000,20,14.0,1
2000,30,12.72,1
2000,65,4.82,0
2000,80,4.56,0
2000,45,4.09,0
2000,20,3.57,0
2000,30,2.41,0
2000,10,0.62,0
2000,10,0.51,1
2001,80,45.66,1
2001,65,27.94,1
2001,20,15.58,1
2001,45,15.08,1
2001,30,14.02,1
2001,80,5.83,0
2001,20,5.09,0
2001,65,4.91,0
2001,45,4.88,0
2001,30,3.05,0
2001,10,0.82,1
2001,10,0.7,0
2002,80,41.31,1
2002,65,25.76,1
2002,20,16.27,1
2002,30,14.94,1
2002,45,14.77,1
2002,65,6.35,0
2002,80,5.73,0
2002,20,4.84,0
2002,45,4.45,0
2002,30,3.28,0
2002,10,1.05,1
2002,10,0.67,0
2003,80,46.75,1
2003,65,23.83,1
2003,20,19.15,1
2003,30,16.02,1
2003,45,14.75,1
2003,80,6.51,0
2003,20,5.49,0
2003,65,5.15,0
2003,45,4.45,0
2003,30,2.41,0
2003,10,1.05,1
2003,10,0.73,0
2004,80,38.25,1
2004,65,20.33,1
2004,20,19.59,1
2004,30,15.19,1
2004,45,13.98,1
2004,20,4.88,0
2004,65,4.7,0
2004,80,4.66,0
2004,45,4.16,0
2004,30,3.37,0
2004,10,1.22,1
2004,10,0.73,0
2005,80,37.43,1
2005,65,19.52,1
2005,20,19.08,1
2005,30,15.01,1
2005,45,12.43,1
2005,65,5.47,0
2005,80,5.36,0
2005,20,4.54,0
2005,45,3.8,0
2005,30,3.45,0
2005,10,1.47,1
2005,10,0.62,0
2006,80,39.68,1
2006,20,19.54,1
2006,65,19.17,1
2006,30,15.74,1
2006,45,13.34,1
2006,20,5.35,0
2006,65,3.85,0
2006,45,3.52,0
2006,30,3.42,0
2006,80,2.74,0
2006,10,1.11,1
2006,10,0.76,0
2007,80,35.43,1
2007,20,17.07,1
2007,65,16.96,1
2007,30,15.68,1
2007,45,12.87,1
2007,20,4.43,0
2007,30,4.04,0
2007,65,3.56,0
2007,45,3.37,0
2007,80,2.67,0
2007,10,1.27,1
2007,10,1.0,0
2008,80,32.19,1
2008,20,18.33,1
2008,65,17.6,1
2008,30,16.74,1
2008,45,12.94,1
2008,20,5.42,0
2008,45,3.71,0
2008,65,3.5,0
2008,80,3.03,0
2008,30,2.97,0
2008,10,1.1,1
2008,10,0.58,0
2009,80,27.09,1
2009,20,17.72,1
2009,65,16.17,1
2009,30,15.7,1
2009,45,11.87,1
2009,20,4.91,0
2009,65,3.56,0
2009,30,3.29,0
2009,45,3.17,0
2009,80,2.06,0
2009,10,0.96,1
2009,10,0.82,0
2010,80,31.35,1
2010,20,19.77,1
2010,30,14.98,1
2010,65,14.49,1
2010,45,12.33,1
2010,20,4.47,0
2010,45,3.37,0
2010,30,3.15,0
2010,65,3.08,0
2010,80,2.75,0
2010,10,0.92,1
2010,10,0.58,0
2011,80,26.38,1
2011,20,19.96,1
2011,30,15.65,1
2011,65,14.92,1
2011,45,10.64,1
2011,20,5.1,0
2011,45,3.21,0
2011,30,3.16,0
2011,65,2.85,0
2011,80,2.38,0
2011,10,0.84,0
2011,10,0.78,1
2012,80,32.68,1
2012,20,21.4,1
2012,30,18.85,1
2012,65,15.88,1
2012,45,11.44,1
2012,20,6.03,0
2012,45,3.28,0
2012,65,3.24,0
2012,30,3.16,0
2012,80,2.57,0
2012,10,0.8,1
2012,10,0.49,0
2013,80,24.03,1
2013,20,19.96,1
2013,30,15.25,1
2013,65,13.75,1
2013,45,12.2,1
2013,20,4.93,0
2013,30,3.16,0
2013,45,3.08,0
2013,65,3.01,0
2013,80,2.23,0
2013,10,0.91,0
2013,10,0.91,1
2014,80,27.16,1
2014,20,21.13,1
2014,30,16.2,1
2014,65,13.72,1
2014,45,12.73,1
2014,20,6.02,0
2014,45,3.77,0
2014,30,3.66,0
2014,65,3.15,0
2014,80,1.89,0
2014,10,0.99,0
2014,10,0.93,1
2015,80,34.38,1
2015,20,18.74,1
2015,65,14.31,1
2015,30,14.13,1
2015,45,12.25,1
2015,20,4.51,0
2015,65,3.55,0
2015,30,3.52,0
2015,45,3.13,0
2015,80,2.01,0
2015,10,1.06,1
2015,10,0.54,0
1990,45,7.51,1
1990,80,7.43,1
1990,65,5.98,1
1990,30,5.21,1
1990,45,4.19,0
1990,20,3.67,1
1990,65,2.68,0
1990,80,2.04,0
1990,30,1.25,0
1990,20,1.16,0
1990,10,0.0,0
1990,10,0.0,1
1991,80,17.36,1
1991,30,6.37,1
1991,65,4.44,0
1991,65,4.43,1
1991,45,4.02,1
1991,80,3.78,0
1991,45,2.27,0
1991,20,2.03,1
1991,30,1.17,0
1991,20,0.0,0
1991,10,0.0,0
1991,10,0.0,1
1992,80,10.64,1
1992,65,6.97,1
1992,45,6.1,1
1992,30,4.8,1
1992,65,3.8,0
1992,80,3.75,0
1992,20,3.0,1
1992,45,1.46,0
1992,20,0.34,0
1992,30,0.0,0
1992,10,0.0,0
1992,10,0.0,1
1993,80,11.3,0
1993,65,8.83,1
1993,80,7.04,1
1993,45,6.72,1
1993,30,5.56,1
1993,65,5.07,0
1993,20,2.3,1
1993,30,1.79,0
1993,45,1.42,0
1993,20,1.02,0
1993,10,0.0,0
1993,10,0.0,1
1994,80,24.82,1
1994,80,9.67,0
1994,65,8.49,1
1994,45,8.1,1
1994,65,6.29,0
1994,30,3.37,1
1994,20,1.95,1
1994,45,1.6,0
1994,20,1.34,0
1994,10,0.52,1
1994,30,0.31,0
1994,10,0.27,0
1995,65,11.97,1
1995,45,8.1,1
1995,30,7.25,1
1995,80,7.14,1
1995,80,3.89,0
1995,65,3.73,0
1995,30,3.51,0
1995,20,3.19,1
1995,45,1.76,0
1995,20,0.99,0
1995,10,0.26,1
1995,10,0.0,0
1996,80,10.75,1
1996,65,7.31,1
1996,45,5.86,1
1996,30,4.57,1
1996,65,3.97,0
1996,45,1.49,0
1996,20,1.25,1
1996,30,1.0,0
1996,20,0.32,0
1996,10,0.27,0
1996,10,0.26,1
1996,80,0.0,0
1997,65,8.53,1
1997,45,6.1,1
1997,80,5.84,0
1997,80,3.51,1
1997,30,3.19,1
1997,65,2.63,0
1997,20,1.22,1
1997,45,0.61,0
1997,30,0.34,0
1997,10,0.26,1
1997,20,0.0,0
1997,10,0.0,0
1998,80,6.76,1
1998,65,6.58,1
1998,45,4.49,1
1998,30,2.14,1
1998,65,1.99,0
1998,80,1.88,0
1998,45,1.77,0
1998,20,1.19,1
1998,30,0.35,0
1998,10,0.27,0
1998,20,0.0,0
1998,10,0.0,1
1999,65,6.3,1
1999,80,5.28,0
1999,45,4.74,1
1999,65,3.03,0
1999,30,2.14,1
1999,20,1.74,1
1999,45,0.75,0
1999,30,0.7,0
1999,20,0.0,0
1999,10,0.0,0
1999,10,0.0,1
1999,80,0.0,1
2000,80,10.64,1
2000,80,7.52,0
2000,65,5.98,1
2000,45,3.74,1
2000,30,1.76,1
2000,20,1.68,1
2000,30,1.43,0
2000,65,1.37,0
2000,45,0.18,0
2000,20,0.0,0
2000,10,0.0,0
2000,10,0.0,1
2001,65,7.47,1
2001,80,7.46,1
2001,80,6.03,0
2001,45,3.85,1
2001,65,1.38,0
2001,20,1.11,1
2001,10,0.89,1
2001,30,0.7,1
2001,45,0.53,0
2001,30,0.36,0
2001,20,0.0,0
2001,10,0.0,0
2002,80,10.32,1
2002,65,9.67,1
2002,30,5.81,1
2002,45,5.26,1
2002,80,1.71,0
2002,20,1.7,1
2002,45,1.28,0
2002,65,1.19,0
2002,30,0.45,0
2002,10,0.34,1
2002,20,0.34,0
2002,10,0.0,0
2003,80,9.23,1
2003,65,7.21,1
2003,45,4.96,1
2003,80,4.77,0
2003,30,4.75,1
2003,65,1.2,0
2003,45,0.63,0
2003,10,0.35,1
2003,20,0.33,1
2003,20,0.0,0
2003,30,0.0,0
2003,10,0.0,0
2006,80,12.47,1
2006,65,11.38,1
2006,45,4.63,1
2006,20,3.62,1
2006,65,3.35,0
2006,30,3.19,1
2006,80,2.54,0
2006,45,1.11,0
2006,30,0.93,0
2006,10,0.45,1
2006,20,0.0,0
2006,10,0.0,0
2007,80,14.2,1
2007,65,7.02,1
2007,45,5.25,1
2007,65,3.32,0
2007,20,2.57,1
2007,30,2.09,1
2007,45,1.8,0
2007,80,1.26,0
2007,20,1.04,0
2007,10,0.47,1
2007,30,0.0,0
2007,10,0.0,0
2008,80,14.93,1
2008,65,9.05,1
2008,45,2.56,1
2008,45,2.09,0
2008,65,1.92,0
2008,30,1.6,1
2008,20,0.94,1
2008,30,0.79,0
2008,10,0.5,0
2008,10,0.45,1
2008,20,0.32,0
2008,80,0.0,0
2009,80,15.76,1
2009,65,5.8,1
2009,45,4.83,1
2009,20,1.92,1
2009,80,1.25,0
2009,65,1.21,0
2009,30,1.01,1
2009,30,0.87,0
2009,45,0.69,0
2009,20,0.36,0
2009,10,0.0,0
2009,10,0.0,1
2010,80,11.47,1
2010,65,6.73,1
2010,30,4.93,1
2010,45,4.33,1
2010,20,3.17,1
2010,65,2.76,0
2010,80,2.45,0
2010,10,1.2,0
2010,45,1.17,0
2010,10,1.04,1
2010,20,0.74,0
2010,30,0.42,0
2011,80,6.92,0
2011,45,6.74,1
2011,65,5.64,1
2011,30,3.81,1
2011,80,3.6,1
2011,20,2.85,1
2011,20,1.54,0
2011,65,1.17,0
2011,45,0.71,0
2011,30,0.0,0
2011,10,0.0,0
2011,10,0.0,1
2012,80,8.83,1
2012,45,6.9,1
2012,65,5.18,1
2012,30,4.48,1
2012,80,3.29,0
2012,20,1.96,1
2012,45,1.63,0
2012,30,1.54,0
2012,65,1.46,0
2012,20,0.78,0
2012,10,0.52,1
2012,10,0.0,0
2013,80,11.94,1
2013,80,6.31,0
2013,65,5.04,1
2013,65,3.92,0
2013,30,3.59,1
2013,45,3.51,1
2013,45,1.42,0
2013,20,0.82,1
2013,10,0.52,1
2013,20,0.41,0
2013,30,0.0,0
2013,10,0.0,0
2014,80,14.97,1
2014,80,6.12,0
2014,65,5.35,1
2014,45,3.58,1
2014,30,2.37,1
2014,65,1.38,0
2014,20,1.3,1
2014,20,0.88,0
2014,10,0.58,0
2014,45,0.48,0
2014,30,0.0,0
2014,10,0.0,1
2015,80,19.56,1
2015,65,6.92,1
2015,80,4.96,0
2015,45,4.21,1
2015,30,3.91,1
2015,65,1.68,0
2015,20,1.42,0
2015,45,0.97,0
2015,20,0.92,1
2015,30,0.73,0
2015,10,0.0,0
2015,10,0.0,1
2016,80,19.37,1
2016,65,6.73,1
2016,45,4.56,1
2016,20,2.47,1
2016,80,1.95,0
2016,65,1.95,0
2016,30,1.56,1
2016,45,0.74,0
2016,30,0.72,0
2016,20,0.51,0
1995,80,224.97,1
1995,30,53.19,1
1995,65,21.94,1
1995,45,8.41,1
1995,20,0.0,0
1995,30,0.0,0
1995,45,0.0,0
1995,10,0.0,0
1995,65,0.0,0
1995,80,0.0,0
1995,20,0.0,1
1995,10,0.0,1
1999,30,56.89,1
