year,age,suicides/100k pop,sex
1986,80,42.87,1
1986,65,21.3,1
1986,45,12.01,1
1986,80,10.48,0
1986,30,9.56,1
1986,65,8.05,0
1986,20,6.77,1
1986,45,3.45,0
1986,30,2.74,0
1986,20,1.68,0
1986,10,0.62,1
1986,10,0.3,0
1987,80,45.5,1
1987,65,21.36,1
1987,45,10.71,1
1987,80,10.07,0
1987,30,9.78,1
1987,65,8.4,0
1987,20,6.42,1
1987,45,3.96,0
1987,30,3.21,0
1987,20,2.12,0
1987,10,0.54,1
1987,10,0.07,0
1988,80,46.88,1
1988,65,19.69,1
1988,80,12.02,0
1988,45,11.98,1
1988,30,10.43,1
1988,20,8.42,1
1988,65,8.38,0
1988,45,4.19,0
1988,30,2.75,0
1988,20,1.83,0
1988,10,0.68,1
1988,10,0.03,0
1989,80,46.53,1
1989,65,20.17,1
1989,45,12.38,1
1989,80,11.43,0
1989,30,10.6,1
1989,20,8.42,1
1989,65,8.29,0
1989,45,3.37,0
1989,30,2.62,0
1989,20,1.87,0
1989,10,0.6,1
1989,10,0.21,0
1990,80,51.46,1
1990,65,19.46,1
1990,80,12.88,0
1990,30,10.64,1
1990,45,10.63,1
1990,65,7.76,0
1990,20,7.12,1
1990,45,3.73,0
1990,30,3.0,0
1990,20,1.68,0
1990,10,0.66,1
1990,10,0.22,0
1991,80,43.98,1
1991,65,21.11,1
1991,80,12.42,0
1991,30,10.45,1
1991,45,10.35,1
1991,65,7.45,0
1991,20,7.07,1
1991,45,3.2,0
1991,30,2.68,0
1991,20,2.22,0
1991,10,0.72,1
1991,10,0.19,0
1992,80,48.02,1
1992,65,18.74,1
1992,30,10.71,1
1992,45,10.6,1
1992,80,10.54,0
1992,20,6.75,1
1992,65,6.5,0
1992,45,3.35,0
1992,30,2.13,0
1992,20,1.32,0
1992,10,0.23,1
1992,10,0.12,0
1993,80,43.63,1
1993,65,19.37,1
1993,45,12.53,1
1993,30,12.07,1
1993,80,9.8,0
1993,20,7.33,1
1993,65,7.21,0
1993,45,3.54,0
1993,30,3.01,0
1993,20,1.65,0
1993,10,0.63,1
1993,10,0.08,0
1994,80,44.45,1
1994,65,20.65,1
1994,30,13.22,1
1994,45,13.13,1
1994,80,9.98,0
1994,20,7.59,1
1994,65,6.97,0
1994,45,3.48,0
1994,30,2.59,0
1994,20,1.76,0
1994,10,0.41,1
1994,10,0.09,0
1995,80,45.08,1
1995,65,20.03,1
1995,30,12.45,1
1995,45,12.29,1
1995,80,10.25,0
1995,20,8.7,1
1995,65,6.65,0
1995,45,3.71,0
1995,30,2.21,0
1995,20,2.06,0
1995,10,0.34,1
1995,10,0.04,0
1996,80,44.32,1
1996,65,19.97,1
1996,45,12.91,1
1996,30,12.58,1
1996,80,10.16,0
1996,20,8.57,1
1996,65,7.26,0
1996,45,4.42,0
1996,30,3.5,0
1996,20,2.25,0
1996,10,0.37,0
1996,10,0.22,1
1997,80,49.25,1
1997,65,19.54,1
1997,45,13.27,1
1997,30,12.93,1
1997,80,11.39,0
1997,20,8.09,1
1997,65,7.1,0
1997,45,4.05,0
1997,30,2.75,0
1997,20,2.3,0
1997,10,0.41,1
1997,10,0.24,0
1998,80,46.13,1
1998,65,19.48,1
1998,30,13.49,1
1998,45,12.59,1
1998,80,9.2,0
1998,20,8.04,1
1998,65,6.24,0
1998,45,3.9,0
1998,30,3.1,0
1998,20,1.48,0
1998,10,0.2,0
1998,10,0.19,1
1999,80,43.95,1
1999,65,18.68,1
1999,45,13.05,1
1999,30,10.99,1
1999,80,9.76,0
1999,65,7.44,0
1999,20,7.21,1
1999,45,3.83,0
1999,20,2.11,0
1999,30,1.97,0
1999,10,0.09,1
1999,10,0.0,0
2000,80,44.95,1
2000,65,19.13,1
2000,45,13.59,1
2000,30,11.84,1
2000,80,9.06,0
2000,20,7.67,1
2000,65,6.82,0
2000,45,3.93,0
2000,30,3.27,0
2000,20,1.51,0
2000,10,0.29,1
2000,10,0.15,0
2001,80,41.03,1
2001,65,17.55,1
2001,45,12.52,1
2001,30,11.77,1
2001,80,8.54,0
2001,20,6.66,1
2001,65,5.41,0
2001,45,4.15,0
2001,30,2.79,0
2001,20,1.44,0
2001,10,0.34,1
2001,10,0.2,0
2002,80,42.52,1
2002,65,18.08,1
2002,45,13.0,1
2002,30,11.61,1
2002,80,7.96,0
2002,20,6.86,1
2002,65,6.29,0
2002,45,4.23,0
2002,30,3.01,0
2002,20,1.69,0
2002,10,0.34,1
2002,10,0.05,0
2003,80,42.9,1
2003,65,17.53,1
2003,45,13.42,1
2003,30,12.52,1
2003,80,8.11,0
2003,20,6.83,1
2003,65,5.8,0
2003,45,4.47,0
2003,30,2.66,0
2003,20,2.1,0
2003,10,0.1,1
2003,10,0.05,0
2004,80,39.24,1
2004,65,16.87,1
2004,45,14.46,1
2004,30,11.2,1
2004,80,8.87,0
2004,20,6.4,1
2004,65,5.99,0
2004,45,4.37,0
2004,30,2.5,0
2004,20,2.15,0
2004,10,0.53,1
2004,10,0.05,0
2005,80,38.45,1
2005,65,16.74,1
2005,45,13.11,1
2005,30,10.46,1
2005,80,7.79,0
2005,65,6.29,0
2005,20,6.11,1
2005,45,3.64,0
2005,30,3.24,0
2005,20,1.49,0
2005,10,0.19,1
2005,10,0.15,0
2006,80,35.73,1
2006,65,16.86,1
2006,45,12.62,1
2006,30,9.43,1
2006,80,6.55,0
2006,20,5.81,1
2006,65,4.88,0
2006,45,3.81,0
2006,30,2.38,0
2006,20,1.56,0
2006,10,0.15,0
2006,10,0.09,1
2007,80,37.62,1
2007,65,15.57,1
2007,45,12.49,1
2007,30,8.38,1
2007,80,6.45,0
2007,65,5.51,0
2007,20,4.37,1
2007,45,4.16,0
2007,30,2.63,0
2007,20,1.21,0
2007,10,0.32,1
2007,10,0.24,0
2008,80,32.92,1
2008,65,17.02,1
2008,45,14.02,1
2008,30,9.55,1
2008,80,6.62,0
2008,65,5.43,0
2008,20,5.35,1
2008,45,3.85,0
2008,30,2.35,0
2008,20,1.22,0
2008,10,0.1,0
2008,10,0.09,1
2009,80,34.14,1
2009,65,17.14,1
2009,45,13.35,1
2009,30,8.86,1
2009,80,6.25,0
2009,20,5.5,1
2009,65,4.94,0
2009,45,3.96,0
2009,30,2.19,0
2009,20,1.33,0
2009,10,0.31,1
2009,10,0.05,0
2010,80,31.4,1
2010,65,15.06,1
2010,45,13.53,1
2010,30,7.28,1
2010,80,4.92,0
2010,65,4.45,0
2010,20,4.03,1
2010,45,4.0,0
2010,30,1.66,0
2010,20,0.98,0
2010,10,0.13,1
2010,10,0.0,0
2011,80,32.37,1
2011,65,14.08,1
2011,45,12.97,1
2011,30,7.92,1
2011,80,5.36,0
2011,65,4.88,0
2011,45,4.07,0
2011,20,3.89,1
2011,30,2.04,0
2011,20,0.92,0
2011,10,0.05,0
2011,10,0.04,1
2012,80,34.5,1
2012,65,15.76,1
2012,45,13.49,1
2012,30,9.27,1
2012,80,5.53,0
2012,20,5.04,1
2012,65,4.82,0
2012,45,4.55,0
2012,30,2.22,0
2012,20,1.49,0
2012,10,0.17,1
2012,10,0.04,0
2013,80,31.61,1
2013,65,17.99,1
2013,45,15.55,1
2013,30,8.07,1
2013,80,6.63,0
2013,65,5.88,0
2013,20,5.62,1
2013,45,5.08,0
2013,30,2.49,0
2013,20,2.02,0
2013,10,0.25,1
2013,10,0.13,0
2014,80,34.99,1
2014,65,16.36,1
2014,45,15.68,1
2014,30,8.81,1
2014,80,6.01,0
2014,20,5.92,1
2014,65,5.87,0
2014,45,5.15,0
2014,30,2.86,0
2014,20,2.28,0
2014,10,0.26,0
2014,10,0.16,1
2015,80,33.84,1
2015,65,15.49,1
2015,45,13.44,1
2015,30,8.32,1
2015,80,6.4,0
2015,65,5.48,0
2015,45,4.87,0
2015,20,4.77,1
2015,30,2.29,0
2015,20,2.16,0
2015,10,0.28,1
2015,10,0.04,0
1985,80,125.22,1
1985,20,85.59,1
1985,30,79.5,1
1985,65,65.15,1
1985,20,57.08,0
1985,45,56.09,1
1985,30,33.6,0
1985,80,21.7,0
1985,45,14.48,0
1985,65,13.33,0
1985,10,3.87,1
1985,10,3.11,0
1986,80,123.72,1
1986,30,79.75,1
1986,20,76.6,1
1986,65,66.75,1
1986,45,56.91,1
1986,20,47.85,0
1986,30,28.29,0
1986,80,20.11,0
1986,45,13.54,0
1986,65,11.77,0
1986,10,2.57,1
1986,10,1.94,0
1996,80,76.18,1
1996,65,70.51,1
1996,30,60.22,1
1996,45,57.78,1
1996,20,43.33,1
1996,20,28.96,0
1996,30,18.73,0
1996,80,15.29,0
1996,45,10.67,0
1996,65,10.56,0
1996,10,2.01,1
1996,10,1.47,0
1997,80,92.57,1
1997,30,73.21,1
1997,65,69.75,1
1997,45,68.97,1
1997,20,51.92,1
1997,20,35.84,0
1997,80,26.33,0
1997,30,22.51,0
1997,45,14.2,0
1997,65,11.99,0
1997,10,2.82,0
1997,10,1.99,1
1998,80,108.22,1
1998,65,71.53,1
1998,45,70.44,1
1998,30,64.55,1
1998,20,41.28,1
1998,20,29.77,0
1998,30,20.54,0
1998,80,15.57,0
1998,45,12.24,0
1998,65,11.72,0
1998,10,3.04,0
1998,10,2.25,1
1999,80,91.81,1
1999,45,70.52,1
1999,65,70.49,1
1999,30,67.29,1
1999,20,42.37,1
1999,20,30.33,0
1999,80,23.47,0
1999,30,20.18,0
1999,45,13.02,0
1999,65,11.68,0
1999,10,2.08,0
1999,10,2.0,1
2000,80,101.59,1
2000,65,72.97,1
2000,45,65.23,1
2000,30,59.62,1
2000,20,33.88,1
2000,20,28.36,0
2000,30,19.26,0
2000,80,18.96,0
2000,45,12.91,0
2000,65,11.66,0
2000,10,1.63,0
2000,10,1.22,1
2001,80,79.1,1
2001,65,65.46,1
2001,45,62.14,1
2001,30,51.36,1
2001,20,28.04,1
2001,20,22.15,0
2001,30,14.9,0
2001,80,13.92,0
2001,45,10.01,0
2001,65,9.01,0
2001,10,1.06,1
2001,10,0.91,0
2002,80,78.03,1
2002,45,61.77,1
2002,65,60.72,1
2002,30,43.23,1
2002,20,28.89,1
2002,20,18.9,0
2002,30,14.06,0
2002,80,13.24,0
2002,65,9.19,0
2002,45,8.23,0
2002,10,1.72,0
2002,10,1.43,1
2003,80,87.74,1
2003,65,63.32,1
2003,45,61.46,1
2003,30,43.67,1
2003,20,28.57,1
2003,20,20.34,0
2003,80,15.5,0
2003,30,12.16,0
2003,65,9.24,0
2003,45,8.67,0
2003,10,1.42,0
2003,10,0.66,1
2006,80,93.81,1
2006,65,54.63,1
2006,45,50.54,1
2006,30,37.17,1
2006,20,24.92,1
2006,20,19.6,0
2006,80,18.44,0
2006,30,12.17,0
2006,65,8.25,0
2006,45,7.61,0
2006,10,0.91,1
2006,10,0.68,0
1985,45,97.56,1
1985,80,90.91,1
1985,30,68.32,1
1985,65,51.28,1
1985,80,47.62,0
1985,65,33.33,0
1985,20,31.66,1
1985,45,30.97,0
1985,20,13.62,0
1985,10,3.66,1
1985,10,1.91,0
1985,30,0.0,0
1986,80,69.76,1
1986,20,29.95,1
1986,80,26.76,0
1986,45,21.34,1
1986,30,20.51,1
1986,20,14.96,0
1986,65,13.03,1
1986,30,7.11,0
1986,45,6.06,0
1986,10,2.51,0
1986,65,0.0,0
1986,10,0.0,1
1987,80,68.52,1
1987,30,41.97,1
1987,45,35.93,1
1987,65,31.67,1
1987,80,26.48,0
1987,20,19.9,0
1987,20,18.38,1
1987,30,3.37,0
1987,45,2.97,0
1987,10,2.51,0
1987,65,0.0,0
1987,10,0.0,1
1988,30,36.53,1
1988,80,33.78,1
1988,80,26.21,0
1988,20,24.8,0
1988,65,23.13,0
1988,20,20.64,1
1988,45,20.46,1
1988,65,18.37,1
1988,45,5.8,0
1988,30,0.0,0
1988,10,0.0,0
1988,10,0.0,1
1989,45,48.38,1
1989,80,33.74,1
1989,30,31.75,1
1989,80,26.01,0
1989,20,25.26,1
1989,65,22.13,0
1989,45,8.47,0
1989,20,7.43,0
1989,65,5.91,1
1989,30,3.04,0
1989,10,0.0,0
1989,10,0.0,1
1990,80,150.0,1
1990,30,23.53,1
1990,20,14.89,1
1990,45,7.14,1
1990,65,6.25,1
1990,30,5.71,0
1990,20,4.35,0
1990,10,2.22,1
1990,45,0.0,0
1990,10,0.0,0
1990,65,0.0,0
1990,80,0.0,0
1991,30,39.87,1
1991,45,34.93,1
1991,80,33.57,1
1991,80,25.43,0
1991,20,22.49,0
1991,65,20.48,0
1991,30,14.15,0
1991,20,11.65,1
1991,65,5.55,1
1991,10,4.67,0
1991,45,2.67,0
1991,10,0.0,1
1992,30,28.37,1
1992,65,26.98,1
1992,45,26.07,1
1992,20,21.23,1
1992,20,15.11,0
1992,30,5.52,0
1992,45,5.18,0
1992,65,4.95,0
1992,10,4.55,0
1992,80,0.0,0
1992,10,0.0,1
1992,80,0.0,1
1995,30,34.32,1
1995,80,33.86,1
1995,20,29.34,1
1995,45,23.49,1
1995,65,20.07,1
1995,65,13.59,0
1995,20,12.86,0
1995,30,10.64,0
1995,45,2.35,0
1995,10,2.0,1
1995,10,0.0,0
1995,80,0.0,0
1996,80,32.47,1
1996,30,14.61,1
1996,45,13.56,1
1996,20,7.32,1
1996,65,4.92,1
1996,65,4.48,0
1996,20,2.55,0
1996,45,2.26,0
1996,10,2.1,0
1996,30,0.0,0
1996,80,0.0,0
1996,10,0.0,1
1997,80,31.14,1
1997,65,19.41,1
1997,20,12.17,1
1997,30,12.16,1
1997,45,10.84,1
1997,30,7.83,0
1997,45,6.52,0
1997,20,5.06,0
1997,65,4.43,0
1997,10,4.16,0
1997,10,1.97,1
1997,80,0.0,0
1998,80,29.94,1
1998,30,17.05,1
1998,45,16.58,1
1998,65,14.41,1
1998,30,10.37,0
1998,45,6.24,0
1998,20,4.85,1
1998,20,2.51,0
1998,10,0.0,0
1998,65,0.0,0
1998,80,0.0,0
1998,10,0.0,1
1999,80,86.56,1
1999,65,42.84,1
1999,30,22.0,1
1999,20,19.88,0
1999,45,15.87,1
1999,20,12.07,1
1999,45,7.99,0
1999,30,5.16,0
1999,65,4.33,0
1999,10,0.0,0
1999,80,0.0,0
1999,10,0.0,1
2000,45,28.58,1
2000,30,26.97,1
2000,20,21.56,1
2000,30,15.42,0
2000,65,12.79,0
2000,65,9.43,1
2000,20,7.37,0
2000,45,3.85,0
2000,10,1.96,1
2000,10,0.0,0
2000,80,0.0,0
2000,80,0.0,1
2001,30,51.85,1
2001,65,46.84,1
2001,45,29.5,1
2001,80,26.25,1
2001,65,20.88,0
2001,20,14.23,1
2001,30,12.87,0
2001,45,9.33,0
2001,10,3.91,1
2001,20,2.43,0
2001,10,0.0,0
2001,80,0.0,0
2002,30,37.28,1
2002,65,27.79,1
2002,45,26.87,1
2002,80,25.03,1
2002,20,23.36,1
2002,80,19.74,0
2002,65,16.36,0
2002,30,12.9,0
2002,20,9.59,0
2002,45,7.27,0
2002,10,6.1,0
2002,10,1.94,1
2003,65,54.73,1
2003,30,50.0,1
2003,80,48.16,1
2003,45,26.16,1
2003,20,16.06,1
2003,30,15.5,0
2003,45,12.44,0
2003,65,12.01,0
2003,20,7.09,0
2003,10,3.85,1
2003,10,0.0,0
2003,80,0.0,0
2004,65,44.8,1
2004,45,39.09,1
2004,80,23.39,1
2004,30,20.11,1
2004,80,18.29,0
2004,20,13.97,0
2004,20,13.52,1
2004,65,11.72,0
2004,45,8.69,0
2004,10,4.02,0
2004,30,2.59,0
2004,10,1.91,1
2005,30,45.49,1
2005,65,35.14,1
2005,45,31.46,1
2005,20,26.63,1
2005,80,22.95,1
2005,80,17.72,0
2005,30,10.36,0
2005,65,7.61,0
2005,20,4.6,0
2005,10,3.81,1
2005,45,3.39,0
2005,10,2.01,0
2006,45,59.59,1
2006,80,43.89,1
2006,65,43.2,1
2006,20,41.54,1
2006,30,40.61,1
2006,20,25.02,0
2006,65,18.59,0
2006,30,15.55,0
2006,45,8.26,0
2006,10,2.01,0
2006,80,0.0,0
2006,10,0.0,1
2007,80,63.59,1
2007,30,61.19,1
2007,45,54.83,1
2007,65,42.37,1
2007,80,32.75,0
2007,20,25.88,1
2007,20,22.5,0
2007,30,15.57,0
2007,65,14.49,0
2007,45,11.24,0
2007,10,6.04,0
2007,10,5.69,1
2008,80,82.63,1
2008,45,71.7,1
2008,65,62.18,1
2008,30,58.82,1
2008,20,44.71,1
2008,20,31.17,0
2008,65,17.61,0
2008,80,15.84,0
2008,45,14.06,0
2008,30,10.38,0
2008,10,5.7,1
2008,10,2.02,0
2009,80,81.1,1
2009,45,68.54,1
2009,65,48.46,1
2009,30,45.99,1
2009,20,37.86,1
2009,65,20.53,0
2009,20,19.84,0
2009,80,15.31,0
2009,45,13.71,0
2009,30,10.35,0
2009,10,6.11,0
2009,10,1.91,1
2010,80,100.12,1
2010,80,59.19,0
2010,45,58.44,1
2010,30,48.26,1
2010,65,39.18,1
2010,20,37.41,1
2010,20,21.82,0
2010,45,20.86,0
2010,30,18.02,0
2010,65,9.97,0
2010,10,8.2,0
2010,10,3.83,1
2011,80,96.45,1
2011,45,56.12,1
2011,30,55.29,1
2011,20,39.08,1
2011,65,38.11,1
2011,20,25.93,0
2011,30,15.29,0
2011,45,13.18,0
2011,65,9.74,0
2011,10,4.12,0
2011,80,0.0,0
2011,10,0.0,1
2012,80,187.06,1
2012,30,59.39,1
2012,45,52.61,1
2012,65,44.37,1
2012,20,34.64,1
2012,65,25.36,0
2012,20,19.27,0
2012,30,15.09,0
2012,45,10.1,0
2012,10,6.22,0
2012,80,0.0,0
2012,10,0.0,1
2013,30,65.61,1
2013,45,54.94,1
2013,20,36.38,1
2013,65,32.15,1
2013,20,25.48,0
2013,30,22.31,0
2013,80,18.28,1
2013,65,12.35,0
2013,45,11.4,0
2013,10,5.82,1
2013,10,2.08,0
2013,80,0.0,0
2014,80,90.43,1
2014,30,62.03,1
2014,45,53.15,1
2014,65,41.14,1
2014,30,24.42,0
2014,20,18.07,1
2014,65,17.94,0
2014,20,16.89,0
2014,45,12.7,0
2014,80,12.49,0
2014,10,4.18,0
2014,10,3.9,1
1987,80,50.18,1
1987,45,35.05,1
1987,65,34.28,1
1987,30,29.99,1
1987,80,18.35,0
1987,45,17.05,0
1987,20,16.88,1
1987,65,12.89,0
1987,30,10.29,0
1987,20,5.56,0
1987,10,0.39,1
1987,10,0.0,0
1988,80,47.18,1
1988,65,36.71,1
1988,45,34.55,1
1988,30,29.85,1
1988,45,18.54,0
1988,20,18.16,1
1988,65,14.9,0
1988,80,13.76,0
1988,30,11.33,0
1988,20,5.89,0
1988,10,0.59,1
1988,10,0.21,0
1989,80,53.29,1
1989,65,35.33,1
1989,30,33.72,1
1989,45,32.91,1
1989,20,19.83,1
1989,65,16.5,0
1989,80,13.48,0
1989,30,12.6,0
1989,45,11.92,0
1989,20,8.34,0
1989,10,0.42,0
1989,10,0.0,1
1990,80,55.07,1
1990,65,35.96,1
1990,45,28.96,1
1990,30,25.88,1
1990,65,15.61,0
1990,80,14.9,0
1990,20,14.66,1
1990,45,13.8,0
1990,30,10.96,0
1990,20,5.25,0
1990,10,0.79,1
1990,10,0.21,0
1991,80,49.13,1
1991,65,33.5,1
1991,45,31.53,1
1991,30,26.24,1
1991,20,16.95,1
1991,65,14.8,0
1991,80,14.45,0
1991,45,14.15,0
1991,30,10.61,0
1991,20,4.97,0
1991,10,0.62,0
1991,10,0.59,1
1992,80,52.22,1
1992,45,29.85,1
1992,65,29.32,1
1992,30,23.0,1
1992,65,14.76,0
1992,80,13.33,0
1992,45,12.53,0
1992,20,10.04,1
1992,30,8.44,0
1992,20,6.7,0
1992,10,0.59,1
1992,10,0.0,0
1993,80,51.0,1
1993,45,31.71,1
1993,65,29.71,1
1993,30,20.37,1
1993,80,13.87,0
1993,45,12.92,0
1993,65,12.4,0
1993,20,11.99,1
1993,30,10.18,0
1993,20,6.63,0
1993,10,0.19,1
1993,10,0.0,0
1994,80,50.09,1
1994,65,29.23,1
1994,45,28.32,1
1994,30,21.77,1
1994,80,15.75,0
1994,65,13.65,0
1994,20,13.17,1
1994,45,11.36,0
1994,30,8.43,0
1994,20,3.53,0
1994,10,0.39,0
1994,10,0.0,1
1995,80,42.86,1
1995,45,30.07,1
1995,65,29.32,1
1995,30,20.91,1
1995,80,17.19,0
1995,45,13.7,0
1995,20,13.44,1
1995,65,11.85,0
1995,30,6.4,0
1995,20,5.24,0
1995,10,0.55,1
1995,10,0.19,0
1996,80,39.25,1
1996,65,28.34,1
1996,45,26.3,1
1996,30,21.95,1
1996,80,14.62,0
1996,45,12.21,0
1996,20,11.98,1
1996,65,11.12,0
1996,30,7.36,0
1996,20,4.55,0
1996,10,0.38,0
1996,10,0.18,1
1997,80,36.15,1
1997,65,28.38,1
1997,45,26.82,1
1997,30,19.44,1
1997,20,11.62,1
1997,45,11.5,0
1997,65,9.72,0
1997,80,9.09,0
1997,30,6.85,0
1997,20,6.55,0
1997,10,0.55,0
1997,10,0.52,1
1998,80,43.38,1
1998,65,30.77,1
1998,45,26.18,1
1998,30,18.57,1
1998,80,12.33,0
1998,65,12.27,0
1998,20,10.67,1
1998,45,9.92,0
1998,30,5.71,0
1998,20,5.48,0
1998,10,0.34,1
1998,10,0.18,0
1999,80,40.59,1
1999,65,28.77,1
1999,45,25.55,1
1999,30,16.22,1
1999,20,14.79,1
1999,45,11.75,0
1999,80,10.78,0
1999,65,9.94,0
1999,30,7.4,0
1999,20,6.35,0
1999,10,0.5,1
1999,10,0.0,0
2000,80,42.22,1
2000,65,25.92,1
2000,45,22.17,1
2000,30,18.2,1
2000,20,12.01,1
2000,65,11.1,0
2000,45,10.24,0
2000,80,10.11,0
2000,20,5.19,0
2000,30,4.99,0
2000,10,0.18,0
2000,10,0.17,1
2001,80,42.22,1
2001,65,26.03,1
2001,45,25.05,1
2001,30,16.87,1
2001,80,12.95,0
2001,65,12.61,0
2001,45,11.24,0
2001,20,11.19,1
2001,30,4.89,0
2001,20,3.58,0
2001,10,0.53,0
2001,10,0.33,1
2002,80,36.5,1
2002,65,28.01,1
2002,45,25.34,1
2002,30,16.67,1
2002,20,14.63,1
2002,65,10.86,0
2002,80,10.08,0
2002,45,8.74,0
2002,30,6.16,0
2002,20,4.52,0
2002,10,0.67,1
2002,10,0.53,0
2003,80,34.1,1
2003,65,24.39,1
2003,45,24.14,1
2003,30,14.25,1
2003,20,11.05,1
2003,80,10.29,0
2003,30,10.07,0
2003,65,9.6,0
2003,45,8.24,0
2003,20,6.75,0
2003,10,0.36,0
2003,10,0.17,1
2004,80,35.22,1
2004,65,26.28,1
2004,45,24.18,1
2004,20,16.2,1
2004,30,14.22,1
2004,65,10.96,0
2004,80,8.84,0
2004,45,8.59,0
2004,20,6.04,0
2004,30,5.61,0
2004,10,0.74,0
2004,10,0.53,1
2005,80,37.61,1
2005,65,26.28,1
2005,45,23.97,1
2005,30,16.15,1
2005,65,12.2,0
2005,20,11.95,1
2005,45,11.26,0
2005,80,9.86,0
2005,30,7.04,0
2005,20,6.64,0
2005,10,0.9,1
2005,10,0.76,0
2006,80,36.47,1
2006,65,27.06,1
2006,45,22.85,1
2006,30,13.47,1
2006,20,12.45,1
2006,45,11.89,0
2006,80,10.06,0
2006,65,9.35,0
2006,20,9.15,0
2006,30,7.25,0
2006,10,0.39,0
2006,10,0.37,1
2007,80,32.46,1
2007,45,23.82,1
2007,65,22.5,1
2007,30,17.58,1
2007,20,11.42,1
2007,45,10.66,0
2007,65,9.52,0
2007,80,7.0,0
2007,20,6.1,0
2007,30,4.98,0
2007,10,0.95,1
2007,10,0.4,0
2008,80,34.22,1
2008,65,25.98,1
2008,45,23.2,1
2008,30,16.37,1
2008,20,15.49,1
2008,80,8.69,0
2008,65,8.51,0
2008,45,8.13,0
2008,30,7.48,0
2008,20,6.8,0
2008,10,0.81,0
2008,10,0.0,1
2009,80,34.41,1
2009,65,25.36,1
2009,45,24.71,1
2009,30,18.87,1
2009,20,14.4,1
2009,45,10.84,0
2009,65,10.11,0
2009,80,7.48,0
2009,20,7.16,0
2009,30,5.87,0
2009,10,0.61,0
2009,10,0.58,1
2010,80,31.66,1
2010,65,25.18,1
2010,45,21.98,1
2010,30,17.87,1
2010,20,13.61,1
2010,65,9.87,0
2010,45,8.1,0
2010,80,7.08,0
2010,30,5.49,0
2010,20,5.1,0
2010,10,0.41,0
2010,10,0.19,1
2011,80,26.66,1
2011,65,23.12,1
2011,45,20.59,1
2011,30,17.81,1
2011,20,13.29,1
2011,65,9.1,0
2011,45,8.31,0
2011,30,8.05,0
2011,80,7.92,0
2011,20,5.93,0
2011,10,0.58,1
2011,10,0.41,0
2012,80,33.33,1
2012,65,23.83,1
2012,45,20.08,1
2012,30,18.54,1
2012,20,13.07,1
2012,45,11.28,0
2012,80,8.54,0
2012,65,8.16,0
2012,20,5.64,0
2012,30,4.65,0
2012,10,0.8,0
2012,10,0.19,1
2013,80,33.03,1
2013,65,25.12,1
2013,45,20.73,1
2013,30,17.85,1
2013,20,15.75,1
2013,80,9.96,0
2013,65,9.8,0
2013,45,9.4,0
2013,20,8.07,0
2013,30,7.74,0
2013,10,0.55,1
2013,10,0.2,0
2014,80,34.87,1
2014,65,20.41,1
2014,45,18.46,1
2014,30,17.85,1
2014,20,14.17,1
2014,45,10.8,0
2014,80,9.26,0
2014,65,9.08,0
2014,30,6.89,0
2014,20,6.14,0
2014,10,0.76,0
2014,10,0.36,1
2015,80,33.69,1
2015,65,24.42,1
2015,45,22.33,1
2015,30,16.91,1
2015,20,11.11,1
2015,65,9.17,0
2015,45,8.0,0
2015,30,7.87,0
2015,80,7.82,0
2015,20,6.49,0
2015,10,0.95,0
2015,10,0.54,1
2016,80,27.82,1
2016,65,20.97,1
2016,45,20.46,1
2016,30,17.01,1
2016,20,11.56,1
2016,45,9.46,0
2016,65,9.28,0
2016,80,9.12,0
2016,30,6.86,0
2016,20,6.3,0
1995,80,88.22,1
1995,65,44.14,1
1995,45,34.87,1
1995,30,24.94,1
1995,20,24.21,1
1995,65,20.84,0
1995,80,18.03,0
1995,45,12.96,0
1995,30,7.7,0
1995,20,6.68,0
1995,10,0.48,1
1995,10,0.0,0
1996,80,80.19,1
1996,65,42.54,1
1996,45,34.3,1
1996,30,26.48,1
1996,20,24.75,1
1996,80,23.5,0
1996,65,18.27,0
1996,45,14.74,0
1996,30,8.61,0
1996,20,5.57,0
1996,10,0.94,1
1996,10,0.0,0
1997,80,77.32,1
1997,65,37.65,1
1997,45,33.65,1
1997,80,29.16,0
1997,30,25.98,1
1997,20,23.09,1
1997,65,14.67,0
1997,45,11.36,0
1997,30,7.52,0
1997,20,5.65,0
1997,10,0.47,1
1997,10,0.25,0
1998,80,86.42,1
1998,65,43.68,1
1998,45,31.01,1
1998,30,28.45,1
1998,80,22.47,0
1998,20,21.81,1
1998,65,15.06,0
1998,45,12.36,0
1998,20,5.65,0
1998,30,5.33,0
1998,10,0.69,1
1998,10,0.49,0
1999,80,76.91,1
1999,65,37.04,1
1999,45,31.0,1
1999,30,24.44,1
1999,80,22.73,0
1999,20,20.08,1
1999,65,15.13,0
1999,45,11.82,0
1999,30,6.73,0
1999,20,5.15,0
1999,10,0.49,0
1999,10,0.46,1
2000,80,82.35,1
2000,65,36.83,1
2000,45,32.9,1
2000,30,27.72,1
2000,80,23.87,0
2000,20,18.5,1
2000,65,17.69,0
2000,45,11.56,0
2000,30,8.74,0
2000,20,4.88,0
2000,10,0.92,1
2000,10,0.24,0
2001,80,84.82,1
2001,65,39.58,1
2001,45,29.32,1
2001,80,25.57,0
2001,20,21.98,1
2001,30,19.44,1
2001,65,17.01,0
2001,45,11.31,0
2001,30,6.64,0
2001,20,5.06,0
2001,10,0.73,0
2001,10,0.23,1
2002,80,82.65,1
